City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,morrilton,35.1509,-92.744,-1.85,95,100,1.04,US,1736462073
290,konarka,19.9,86.1167,16.49,66,0,3.06,IN,1736462074
291,holualoa,19.6228,-155.9522,25.91,77,20,5.66,US,1736462075
292,khanty-mansiysk,61.0042,69.0019,-7.94,86,75,6.0,RU,1736462076
293,jianguang,28.1938,115.7836,2.21,38,0,3.73,CN,1736462077
294,ketchikan,55.3422,-131.6461,9.43,93,100,11.32,US,1736462078
295,malango,-2.9627,119.9001,19.37,92,100,1.3,ID,1736462079
296,lycksele,64.5954,18.6735,-23.57,100,89,1.39,SE,1736462080
297,dabat,12.9842,37.765,10.46,48,1,0.73,ET,1736462082
298,garissa,-0.4536,39.6401,25.27,74,94,5.01,KE,1736462083
299,villamontes,-21.25,-63.5,27.54,41,52,2.18,BO,1736462084
300,saint-francois,46.4154,3.9054,2.69,88,0,1.03,FR,1736462085
301,ulladulla,-35.35,150.4667,22.21,74,100,3.56,AU,1736462086
302,belfast,54.5833,-5.9333,-2.1,93,0,1.54,GB,1736462087
303,okha,53.5739,142.9478,-20.55,94,80,7.0,RU,1736462088
304,kisangani,0.5167,25.2,23.08,67,91,0.5,CD,1736462089
305,beboto,8.2668,16.939,20.94,23,33,2.42,TD,1736462090
306,sokcho,38.2083,128.5911,-8.66,35,0,5.14,KR,1736462091
307,ust'-ilimsk,58.0006,102.6619,-15.7,98,100,2.04,RU,1736462092
308,amherst,41.3978,-82.2224,-6.78,51,0,3.09,US,1736462093
309,nuuk,64.1835,-51.7216,-4.66,68,59,8.23,GL,1736462095
310,kruisfontein,-34.0033,24.7314,18.66,83,23,3.66,ZA,1736462096
311,aykhal,66.0,111.5,-21.66,100,100,0.3,RU,1736462097
312,ustka,54.5805,16.8619,1.1,100,100,9.63,PL,1736462098
313,ust'-kulom,61.6864,53.6902,-8.21,84,91,5.68,RU,1736462099
314,rouyn-noranda,48.2398,-79.0288,-13.95,51,20,2.57,CA,1736461864
315,maamba,-17.3667,27.15,21.01,91,99,1.18,ZM,1736462101
316,pontianak,-0.0333,109.3333,23.99,100,40,2.06,ID,1736462102
317,cacador,-26.7753,-51.015,16.39,98,98,1.74,BR,1736462103
318,alofi,-19.0595,-169.9187,26.94,83,75,3.6,NU,1736462104
319,rehoboth,-23.3167,17.0833,24.91,27,94,2.75,NA,1736462105
320,ndungu,-4.3667,38.05,21.57,98,90,1.29,TZ,1736462106
321,mount gambier,-37.8333,140.7667,26.74,35,100,2.38,AU,1736462107
322,palmer,42.1584,-72.3287,-3.8,54,89,2.68,US,1736462108
323,hadibu,12.65,54.0333,22.19,73,3,4.68,YE,1736462109
324,chibougamau,49.9168,-74.3659,-8.21,93,100,7.2,CA,1736462111
325,belmonte,-15.8631,-38.8828,24.58,92,100,2.49,BR,1736462112
326,lerdo de tejada,18.6167,-95.5167,23.3,83,50,2.0,MX,1736462114
327,perm,58.0174,56.2855,0.7,75,100,6.0,RU,1736462115
328,yahotyn,50.2798,31.7625,3.86,91,60,5.8,UA,1736462116
329,manakara,-22.1333,48.0167,24.6,94,7,1.93,MG,1736462117
330,lata,40.1629,-8.3327,11.97,83,62,1.6,PT,1736462119
331,kencong,-8.2833,113.3667,25.59,84,100,0.72,ID,1736462120
332,gaoping,30.7758,106.1029,6.62,89,97,1.18,CN,1736462121
333,waddan,29.1614,16.139,10.28,55,0,1.34,LY,1736462122
334,ola,59.5833,151.2833,-20.49,83,8,3.65,RU,1736462123
335,bayganin,48.6947,55.8742,-6.48,86,47,4.24,KZ,1736462125
336,castillos,-34.1667,-53.8333,19.56,76,80,4.36,UY,1736462126
337,bonthe,7.5264,-12.505,26.24,86,86,2.55,SL,1736462127
338,keflavik,64.0049,-22.5624,1.24,75,75,4.63,IS,1736462128
339,vatra dornei,47.35,25.3667,5.32,91,40,2.69,RO,1736462129
340,andergrove,-21.0833,149.1833,26.72,73,82,3.3,AU,1736462130
341,las choapas,17.9333,-94.0833,22.18,92,95,1.66,MX,1736462131
342,akureyri,65.6835,-18.0878,-1.04,59,0,9.26,IS,1736462132
343,treuchtlingen,48.95,10.9167,0.31,85,100,6.97,DE,1736462134
344,touros,-5.1989,-35.4608,26.61,82,73,3.96,BR,1736462135
345,dzuunmod,48.2199,97.3744,-19.53,90,94,1.45,MN,1736462136
346,luganville,-15.5333,167.1667,27.47,79,52,3.13,VU,1736462137
347,bereznik,62.8551,42.7072,-11.04,85,85,4.03,RU,1736462138
348,neiafu,-18.65,-173.9833,25.38,94,100,4.12,TO,1736462139
349,crane,31.3974,-102.3501,7.45,48,83,4.42,US,1736462140
350,antonio enes,-16.2325,39.9086,25.11,90,59,3.25,MZ,1736462141
351,jalai nur,49.45,117.7,-25.63,91,81,0.92,CN,1736462142
352,arraial do cabo,-22.9661,-42.0278,23.98,100,40,2.57,BR,1736462143
353,richards bay,-28.783,32.0377,24.4,88,47,4.73,ZA,1736462144
354,slave lake,55.2834,-114.769,-0.01,69,40,3.09,CA,1736462102
355,zhaoyuan,37.3592,120.3964,-5.9,64,7,4.14,CN,1736462146
356,tumayr,25.7039,45.868,11.15,60,99,1.39,SA,1736462147
357,al jubayl,27.0112,49.6583,16.57,58,37,5.63,SA,1736462148
358,haiku-pauwela,20.9219,-156.3051,26.69,72,40,11.62,US,1736462149
359,bentiu,9.2333,29.8333,24.29,19,8,2.59,SS,1736462150
360,malanje,-9.5402,16.341,16.32,98,100,1.92,AO,1736462151
361,isperih,43.7167,26.8333,8.37,80,32,3.03,BG,1736462152
362,aswan,24.0934,32.907,16.61,44,0,0.0,EG,1736462153
363,at taj,24.2049,23.2857,9.96,60,0,3.85,LY,1736462154
364,asilah,35.465,-6.0348,16.25,88,62,1.04,MA,1736462155
365,sirte,31.2089,16.5887,14.48,67,0,3.34,LY,1736462156
366,weno,7.4515,151.8468,28.97,79,20,4.12,FM,1736462158
367,chui,-33.6971,-53.4616,19.77,77,47,4.51,UY,1736462159
368,qaqortoq,60.7167,-46.0333,-9.77,69,32,3.55,GL,1736462160
369,usinsk,65.9939,57.5281,-8.99,94,100,7.58,RU,1736462161
370,tezu,27.9167,96.1667,12.34,52,5,2.14,IN,1736462162
371,mariehamn,60.0973,19.9348,-0.08,100,100,2.06,AX,1736462163
372,cacoal,-11.4386,-61.4472,23.62,94,97,1.15,BR,1736462164
373,cidade velha,14.9167,-23.6167,22.26,78,0,4.63,CV,1736462165
374,spartanburg,34.9496,-81.9321,4.28,20,0,2.06,US,1736462166
375,sanchazi,42.0817,126.6003,-22.3,98,34,0.51,CN,1736462167
376,ataq,14.5377,46.8319,16.05,57,0,2.68,YE,1736462168
377,aldan,58.6031,125.3894,-25.93,81,11,1.65,RU,1736462169
378,dudinka,69.4058,86.1778,-32.41,100,74,1.21,RU,1736462171
379,nuku'alofa,-21.1333,-175.2,27.19,69,75,3.09,TO,1736462172
380,hami,42.8,93.45,-6.73,67,95,0.33,CN,1736462173
381,kalmunai,7.4167,81.8167,23.9,94,90,4.14,LK,1736462174
382,khasab,26.1799,56.2477,16.92,66,0,3.33,OM,1736462175
383,sant lluis,39.8526,4.2594,12.22,87,0,2.06,ES,1736462176
384,constantia,44.1833,28.65,5.38,94,11,5.8,RO,1736462177
385,kawambwa,-9.7915,29.0791,17.79,94,100,0.8,ZM,1736462178
386,raduzhny,62.0961,77.475,-17.77,93,99,6.48,RU,1736462179
387,carauari,-4.8828,-66.8958,24.44,95,98,0.6,BR,1736462181
388,shimoda,34.6667,138.95,2.63,62,3,8.81,JP,1736462182
389,hobyo,5.3505,48.5268,24.16,75,38,8.7,SO,1736462183
390,paciran,-6.8767,112.3761,24.64,89,100,5.65,ID,1736462184
391,oodweyne,9.4092,45.064,17.25,60,2,1.01,SO,1736462185
392,itoman,26.1247,127.6694,14.01,64,75,12.86,JP,1736462186
393,tanout,14.9709,8.8879,14.16,24,25,6.14,NE,1736462187
394,luderitz,-26.6481,15.1594,17.6,80,19,6.31,NA,1736462188
395,anda,46.4,125.3167,-26.9,100,40,1.25,CN,1736462189
396,fayroz koh,34.5195,65.2509,-10.23,68,96,1.67,AF,1736462190
397,kailua-kona,19.6406,-155.9956,27.98,77,20,5.66,US,1736462191
398,geraldton,-28.7667,114.6,18.23,88,75,3.09,AU,1736462192
399,auburn,47.3073,-122.2284,12.2,82,75,1.34,US,1736462193
400,buala,-8.145,159.5921,29.21,75,77,4.43,SB,1736462194
401,queenstown,-31.8976,26.8753,17.37,88,6,1.28,ZA,1736462195
402,presidente medici,-11.1753,-61.9014,23.89,94,95,1.54,BR,1736462196
403,hiratacho,35.4333,132.8167,1.98,64,75,9.26,JP,1736462197
404,t'ongch'on-up,38.9539,127.8917,-10.25,58,0,5.19,KP,1736462198
405,wellington,-41.2866,174.7756,15.81,55,75,4.12,NZ,1736461794
406,idfu,24.9803,32.8747,15.66,42,0,2.46,EG,1736462200
407,kankan,10.3854,-9.3057,25.5,18,100,2.45,GN,1736462202
408,orshanka,56.9161,47.8933,-0.99,83,100,4.48,RU,1736462203
409,khovd,48.0056,91.6419,-19.44,74,1,2.69,MN,1736462204
410,colchani,-20.3,-66.9333,16.89,37,57,3.88,BO,1736462205
411,kuanda,56.3161,116.0806,-32.28,97,16,0.49,RU,1736462206
412,worland,44.0169,-107.9554,2.25,51,0,4.63,US,1736462207
413,lazaro cardenas,17.9583,-102.2,27.81,61,58,4.52,MX,1736462208
414,dinguiraye,11.3,-10.7167,23.95,19,100,1.14,GN,1736462209
415,patacamaya,-17.2333,-67.9167,11.11,73,97,0.71,BO,1736462210
416,bodaybo,57.8506,114.1933,-33.13,97,27,0.52,RU,1736462211
417,jian'ou,27.0469,118.3253,3.9,87,100,0.85,CN,1736462212
418,tengrela,10.4869,-6.4097,24.38,17,97,2.42,CI,1736462213
419,dubbo,-32.25,148.6167,24.07,64,100,6.69,AU,1736462214
420,ahmadpur east,29.1431,71.2598,13.63,24,0,3.52,PK,1736462215
421,wagar,16.1525,36.2032,21.93,65,0,4.66,SD,1736462216
422,dumbea,-22.15,166.45,29.98,99,1,4.85,NC,1736462217
423,hotan,37.0997,79.9269,-3.72,49,0,1.99,CN,1736462218
424,dhidhdhoo,6.8833,73.1,27.5,77,83,7.69,MV,1736462219
425,antsiranana,-12.2787,49.2917,24.98,88,100,4.96,MG,1736462220
426,neyshabur,36.2133,58.7958,2.05,33,94,0.42,IR,1736462221
427,kamloops,50.6665,-120.3192,3.42,84,75,3.6,CA,1736462222
428,nizhneangarsk,55.7833,109.55,-18.91,87,48,1.96,RU,1736462223
429,prado,-17.3411,-39.2208,25.26,88,100,4.54,BR,1736462224
430,guerrero negro,27.9769,-114.0611,17.95,43,0,7.42,MX,1736462225
431,kahta,37.7855,38.6237,6.02,56,13,0.8,TR,1736462226
432,kansk,56.2017,95.7175,-12.2,96,100,2.58,RU,1736462228
433,cabedelo,-6.9811,-34.8339,28.37,83,62,3.88,BR,1736462229
434,berezovyy,51.6667,135.7,-22.34,89,3,2.01,RU,1736462230
435,canutama,-6.5339,-64.3831,24.48,94,96,1.68,BR,1736462231
436,okhotsk,59.3833,143.3,-20.98,79,11,5.83,RU,1736462232
437,tazovsky,67.4667,78.7,-21.26,97,99,5.09,RU,1736462233
438,san borja,-14.8167,-66.85,23.73,97,100,1.82,BO,1736462234
439,san antonio de pale,-1.4014,5.6325,26.84,81,73,2.57,GQ,1736462235
440,nybro,56.7446,15.9071,-0.55,96,100,1.49,SE,1736462236
441,jidong,45.2167,131.0833,-20.07,90,100,3.14,CN,1736462237
442,daru,-9.0763,143.2092,26.2,87,100,2.22,PG,1736462238
443,howrah,22.5892,88.3103,14.0,82,5,5.14,IN,1736462239
444,polyarnyy,69.1989,33.4478,-6.66,88,100,4.8,RU,1736462240
445,belyy yar,53.6039,91.3903,-10.06,100,0,1.0,RU,1736462241
446,saint-louis,16.3333,-15.0,25.19,16,0,4.73,SN,1736462242
447,raja,8.4596,25.678,22.23,24,24,1.96,SS,1736462243
448,iskateley,67.6803,53.1512,-8.1,95,100,5.57,RU,1736462244
449,kupang,-10.1667,123.5833,25.32,100,20,0.0,ID,1736462246
450,sanya,18.2431,109.505,21.09,56,0,5.0,CN,1736462247
451,sungai raya,0.7,108.9,24.54,93,80,2.32,ID,1736462248
452,wick,58.4333,-3.0833,2.03,87,20,5.14,GB,1736462249
453,kyzylorda,44.8528,65.5092,-4.99,80,0,5.0,KZ,1736462250
454,bloomington,44.8408,-93.2983,-4.67,85,100,2.57,US,1736462251
455,ambon,-3.6954,128.1814,28.27,100,40,1.03,ID,1736462252
456,port moresby,-9.4431,147.1797,27.68,83,40,1.54,PG,1736462253
457,tocopilla,-22.092,-70.1979,20.93,76,22,3.99,CL,1736462254
458,fort wellington,6.4,-57.6,24.89,72,58,3.91,GY,1736462255
459,beaufort west,-32.3567,22.583,20.11,59,0,3.86,ZA,1736462256
460,ceeldheer,3.8488,47.1806,23.67,80,76,8.47,SO,1736462257
461,bogra,24.85,89.3667,12.35,63,0,2.98,BD,1736462258
462,ailuk,10.2197,169.9797,27.1,79,10,9.33,MH,1736462259
463,chela,34.069,104.4619,-6.41,57,100,1.6,CN,1736462260
464,salmas,38.1973,44.7653,-1.95,60,0,0.99,IR,1736462261
465,tralee,52.2704,-9.7026,-0.18,88,97,4.6,IE,1736462262
466,charters towers,-20.1,146.2667,28.22,53,25,5.76,AU,1736462263
467,kibiti,-7.7218,38.9375,21.97,90,24,1.16,TZ,1736462264
468,maulavi bazar,24.4833,91.7833,11.5,66,0,1.01,BD,1736462265
469,jose panganiban,14.2906,122.6917,23.97,92,99,5.44,PH,1736462268
470,nogliki,51.8333,143.1667,-15.5,85,99,6.0,RU,1736462269
471,la paz,-16.5,-68.15,9.99,89,100,2.57,BO,1736462270
472,griffith,41.5284,-87.4237,-4.71,70,0,4.12,US,1736462271
473,manuguru,17.981,80.7547,15.94,86,0,0.86,IN,1736462272
474,dordrecht,51.81,4.6736,4.43,83,12,3.13,NL,1736462273
475,paramonga,-10.6667,-77.8333,21.98,81,87,3.82,PE,1736462274
476,rabigh,22.7986,39.0349,24.17,40,90,3.08,SA,1736462276
477,el calafate,-50.3408,-72.2768,12.8,48,48,4.7,AR,1736462277
478,dzialoszyn,51.117,18.8652,8.7,88,87,8.96,PL,1736462278
479,esens,53.6487,7.6127,3.3,84,100,4.12,DE,1736462279
480,protaras,35.0125,34.0583,17.41,53,81,4.61,CY,1736462280
481,esquel,-42.9,-71.3167,19.8,30,43,2.99,AR,1736462281
482,cambria,35.5641,-121.0808,21.24,49,0,2.24,US,1736462282
483,anloga,5.7947,0.8973,27.2,80,20,3.67,GH,1736462283
484,trashi yangtse,27.6116,91.498,4.78,77,50,0.99,BT,1736462284
485,ad dilam,23.9915,47.1627,11.27,60,69,1.8,SA,1736462285
486,zuni pueblo,35.0725,-108.8506,0.36,51,100,4.84,US,1736462287
487,peniche,39.3558,-9.3811,15.67,94,18,4.49,PT,1736462288
488,chegdomyn,51.1167,133.0167,-29.09,99,53,0.71,RU,1736462289
489,tolanaro,-25.0319,46.9987,27.04,83,20,8.23,MG,1736462290
490,yangquan,37.8575,113.5633,-5.26,26,32,2.87,CN,1736462291
491,mandimba,-14.3548,35.6515,18.45,99,93,1.17,MZ,1736462292
492,novodvinsk,64.4165,40.8122,-4.14,85,83,5.61,RU,1736462293
493,viedma,-40.8135,-62.9967,17.09,50,0,8.52,AR,1736462294
494,zambrow,52.9855,22.2432,4.35,93,100,5.55,PL,1736462295
495,gorontalo,0.5412,123.0595,24.67,94,96,1.38,ID,1736462296
496,jamui,24.9167,86.2167,9.37,61,2,1.22,IN,1736462297
497,puerto deseado,-47.7503,-65.8938,13.17,57,1,8.57,AR,1736462299
498,askoy,60.4092,5.226,-1.8,86,0,1.54,NO,1736462301
499,hwange,-18.3693,26.5019,20.37,91,100,0.68,ZW,1736462302
500,ormara,25.2088,64.6357,19.81,61,0,3.45,PK,1736462303
501,rio preto da eva,-2.6994,-59.6997,23.95,97,100,1.39,BR,1736462304
502,tvoroyri,61.5556,-6.8111,2.38,53,36,3.95,FO,1736462305
503,arafat,39.0344,44.6198,-3.5,67,4,1.28,IR,1736462307
504,shira,54.4911,89.9531,-13.12,88,99,1.9,RU,1736462308
505,waingapu,-9.6567,120.2641,27.18,80,92,1.24,ID,1736462309
506,kelibia,36.8476,11.0939,14.14,88,44,1.54,TN,1736462310
507,elko,41.0002,-115.5012,0.09,60,4,1.22,US,1736462311
508,porto novo,6.4965,2.6036,27.9,83,38,2.81,BJ,1736462313
509,saint joseph,39.7686,-94.8466,0.78,72,0,4.12,US,1736462314
510,white rock,49.0164,-122.8026,9.55,87,85,0.51,CA,1736462315
511,baglung,28.2719,83.5898,7.46,62,1,1.88,NP,1736462316
512,garoowe,8.4054,48.4845,18.92,81,37,5.77,SO,1736462317
513,pemba,-12.974,40.5178,28.39,78,75,1.97,MZ,1736462318
514,kone,-21.0595,164.8658,31.15,43,0,1.2,NC,1736462319
515,korsakov,46.6328,142.7813,-2.09,84,100,11.43,RU,1736462320
516,ta`u,-14.2336,-169.5144,27.94,79,97,12.41,AS,1736462321
517,puerto real,36.5282,-6.1901,11.09,100,73,0.0,ES,1736462322
518,devonport,-41.1667,146.35,20.85,80,100,0.45,AU,1736462323
519,dalandzadgad,43.5708,104.425,-10.66,74,99,1.06,MN,1736462324
520,margate,51.3813,1.3862,0.49,87,5,5.7,GB,1736462325
521,mitu,1.1983,-70.1733,23.01,95,91,0.58,CO,1736462326
522,glendive,47.1053,-104.7125,0.79,74,75,7.72,US,1736462327
523,naze,28.3667,129.4833,8.51,68,98,9.33,JP,1736462328
524,ouarzazat,30.9189,-6.8934,12.16,35,0,1.03,MA,1736462329
525,letterkenny,54.95,-7.7333,-3.67,86,16,0.81,IE,1736462330
526,nouadhibou,20.931,-17.0347,19.99,56,0,5.14,MR,1736462331
527,verdal,63.7933,11.4817,-11.83,91,99,0.88,NO,1736462332
528,villa ojo de agua,-29.5,-63.6938,26.56,41,46,4.27,AR,1736462334
529,papao,-17.75,-149.55,31.82,79,77,8.17,PF,1736462335
530,shalqar,47.8333,59.6,-10.33,79,11,2.01,KZ,1736462336
531,tanjung selor,2.8372,117.3642,23.32,98,79,0.49,ID,1736462337
532,mutoko,-17.397,32.2268,17.35,98,100,0.99,ZW,1736462338
533,alotau,-10.3069,150.4462,30.3,65,89,1.31,PG,1736462339
534,fada n'gourma,12.0622,0.3578,22.98,18,84,4.3,BF,1736462340
535,cromer,52.9312,1.2989,0.0,71,63,8.14,GB,1736462341
536,yunfu,22.9306,112.0373,10.09,57,93,1.99,CN,1736462342
537,kaliua,-5.0606,31.7936,19.55,92,83,1.41,TZ,1736462343
538,hasaki,35.7333,140.8333,3.65,41,58,7.97,JP,1736462344
539,sisimiut,66.9395,-53.6735,-14.56,83,14,5.53,GL,1736462345
540,hinton,53.4001,-117.5857,-0.43,85,97,3.04,CA,1736462346
541,las lomitas,-24.7096,-60.593,30.54,33,5,1.63,AR,1736462347
542,robertsport,6.7533,-11.3686,27.43,84,96,3.75,LR,1736462350
543,takoradi,4.8845,-1.7554,26.85,81,37,3.66,GH,1736462351
544,oltinko'l,40.8011,72.1634,-2.84,54,0,2.12,UZ,1736462352
545,revolucion mexicana,26.311,-108.9435,18.94,43,0,5.52,MX,1736462353
546,mount pearl,47.5166,-52.7813,-0.48,90,20,5.66,CA,1736462354
547,nehe,48.4833,124.8333,-28.39,97,9,0.99,CN,1736462355
548,ceerigaabo,10.6162,47.368,13.89,51,10,1.42,SO,1736462356
549,brisas de zicatela,15.8369,-97.0419,29.29,79,40,3.6,MX,1736462357
550,umm kaddadah,13.6017,26.6876,17.9,29,6,6.04,SD,1736462358
551,pyt-yakh,60.7499,72.8582,-8.89,94,100,7.0,RU,1736462359
552,road town,18.4167,-64.6167,26.02,78,20,0.0,VG,1736462360
553,chos malal,-37.3781,-70.2709,28.32,23,55,4.1,AR,1736462361
554,fort mcmurray,56.7268,-111.381,-9.23,92,100,1.03,CA,1736462075
555,troitskoye,52.9821,84.6757,-6.51,95,100,5.48,RU,1736462363
556,namtsy,62.7161,129.6658,-29.76,95,99,1.6,RU,1736462364
557,ulsteinvik,62.3432,5.8487,-0.69,79,43,0.89,NO,1736462365
558,merizo village,13.2658,144.6691,28.88,83,39,6.89,GU,1736462366
559,inhambane,-23.865,35.3833,27.43,83,98,5.3,MZ,1736462367
560,murghob,38.1702,73.9667,-31.5,84,62,1.08,TJ,1736462368
561,altay,47.8667,88.1167,-16.08,80,94,2.92,CN,1736462369
562,tongren,27.7172,109.1853,1.11,64,0,1.64,CN,1736462370
563,remire-montjoly,4.9167,-52.2667,24.02,94,20,1.54,GF,1736462371
564,ghadamis,30.1337,9.5007,11.11,40,0,2.43,LY,1736462372
565,tangalle,6.024,80.7911,23.55,93,87,0.94,LK,1736462373
566,smithers,54.7804,-127.1743,3.18,100,100,3.09,CA,1736462374
567,gamba,-2.65,10.0,24.39,91,94,1.73,GA,1736462376
568,santana,-0.0583,-51.1817,27.1,89,40,2.57,BR,1736462377
569,barra de santo antonio,-9.4047,-35.5072,26.33,84,17,4.11,BR,1736462378
570,tommot,58.9564,126.2925,-34.08,98,58,0.16,RU,1736462379
571,oriximina,-1.7656,-55.8661,24.95,91,75,2.39,BR,1736462380
572,maholi,27.6667,80.4667,9.06,57,0,1.02,IN,1736462381
573,brookings,44.3114,-96.7984,1.0,77,100,8.23,US,1736462382
574,las tablas,7.7667,-80.2833,26.21,99,94,6.48,PA,1736462383
575,fort william,56.8165,-5.1121,-3.72,94,65,1.41,GB,1736462384
576,quellon,-43.1167,-73.6167,13.7,61,4,5.8,CL,1736462385
577,salto,-31.3833,-57.9667,32.15,26,20,3.6,UY,1736462386
578,mabaruma,8.2,-59.7833,22.63,85,19,1.33,GY,1736462387
579,pa daet,19.5049,99.9924,19.22,64,61,0.51,TH,1736462388
580,kenai,60.5544,-151.2583,1.19,99,100,5.14,US,1736462389
581,bengkulu,-3.8004,102.2655,23.83,92,97,2.13,ID,1736462390
582,luba,3.4568,8.5547,27.21,79,25,3.76,GQ,1736462391
583,egilsstadir,65.2653,-14.3948,-18.05,85,0,1.03,IS,1736462392
584,bandon,51.7469,-8.7425,1.77,90,99,3.61,IE,1736462393
585,corfu,39.62,19.9197,13.78,97,100,4.49,GR,1736462395
586,rampur,28.8167,79.0333,8.86,52,0,1.46,IN,1736462396
